image_filename,timestamp,pm2.5,pm10,temperature,humidity,location
2019-10-19 104440.JPG,2019-10-19 09:17:48.018335,39.8,57.5,25.002670328831925,59.44914930952925,location7
2019-10-19 104440.JPG,2019-10-19 09:17:49.906489,45.8,67.6,24.989318684672323,58.72892347600519,location7
2019-10-19 104440.JPG,2019-10-19 09:17:50.865338,48.1,73.2,25.002670328831925,58.110933089188975,location7
2019-10-19 104440.JPG,2019-10-19 09:17:51.799857,50.6,76.8,25.002670328831925,57.61348897535668,location7
2019-10-19 104440.JPG,2019-10-19 09:17:52.729119,53.2,81.2,25.032043945983062,57.16945143816282,location7
2019-10-19 104440.JPG,2019-10-19 09:17:53.963238,55.5,85.1,25.032043945983062,56.719310292210274,location7
2019-10-19 104440.JPG,2019-10-19 09:17:54.903816,57.8,89.1,25.045395590142675,56.28137636377508,location7
2019-10-19 104440.JPG,2019-10-19 09:17:55.848030,60.0,92.6,25.058747234302288,55.98229953459983,location7
2019-10-19 104440.JPG,2019-10-19 09:17:56.786477,62.6,96.8,25.088120851453425,55.681696803234914,location7
2019-10-19 104440.JPG,2019-10-19 09:17:57.719635,65.1,104.0,25.11482413977264,55.52910658426795,location7
2019-10-19 104440.JPG,2019-10-19 09:17:58.971661,67.7,108.1,25.128175783932253,55.38261997405967,location7
2019-10-19 104440.JPG,2019-10-19 09:17:59.915387,70.1,112.2,25.11482413977264,55.278858625162144,location7
2019-10-19 104440.JPG,2019-10-19 09:18:00.854332,71.9,114.8,25.11482413977264,55.19035629816129,location7
2019-10-19 104440.JPG,2019-10-19 09:18:01.787619,73.8,119.6,25.14419775692379,54.981307698176536,location7
2019-10-19 104440.JPG,2019-10-19 09:18:03.026617,76.4,123.1,25.15754940108339,54.77988860914015,location7
2019-10-19 104440.JPG,2019-10-19 09:18:04.898173,81.3,130.4,25.21362630655375,54.69748989089799,location7
2019-10-19 104440.JPG,2019-10-19 09:18:05.831179,80.5,130.0,25.200274662394136,54.61814297703517,location7
2019-10-19 104440.JPG,2019-10-19 09:18:06.759088,79.7,130.2,25.21362630655375,54.47318226901656,location7
2019-10-19 104440.JPG,2019-10-19 09:18:07.997931,79.5,130.0,25.200274662394136,54.40299076829175,location7
2019-10-19 104440.JPG,2019-10-19 09:18:08.931334,79.1,129.7,25.24299992370489,54.35416189822232,location7
2019-10-19 104440.JPG,2019-10-19 09:18:09.874930,78.5,128.9,25.269703212024112,54.357213702601655,location7
2019-10-19 104440.JPG,2019-10-19 09:18:10.813226,77.5,126.3,25.283054856183725,54.29312581063554,location7
2019-10-19 104440.JPG,2019-10-19 09:18:11.753838,77.2,126.9,25.283054856183725,54.20157167925536,location7
2019-10-19 104440.JPG,2019-10-19 09:18:12.992675,77.0,127.6,25.283054856183725,54.17868314641032,location7
2019-10-19 104440.JPG,2019-10-19 09:18:13.925795,76.6,126.5,25.341802090486,54.20157167925536,location7
2019-10-19 104440.JPG,2019-10-19 09:18:14.859089,76.4,124.8,25.341802090486,54.175631342030975,location7
2019-10-19 104440.JPG,2019-10-19 09:18:15.794207,76.4,124.3,25.35515373464561,54.27023727779049,location7
2019-10-19 104440.JPG,2019-10-19 09:18:17.027624,76.2,123.3,25.35515373464561,54.28091859311818,location7
2019-10-19 104440.JPG,2019-10-19 09:18:18.889974,74.9,122.5,25.39787899595636,54.14206149385824,location7
2019-10-19 104440.JPG,2019-10-19 09:18:19.813002,74.4,122.0,25.411230640115967,54.087129015030136,location7
2019-10-19 104440.JPG,2019-10-19 09:18:20.730878,74.5,119.8,25.42458228427557,54.01998931868467,location7
2019-10-19 104440.JPG,2019-10-19 09:18:21.954197,74.5,119.6,25.437933928435186,53.95437552452889,location7
2019-10-19 104440.JPG,2019-10-19 09:18:22.877136,74.3,119.8,25.453955901426724,53.92385748073549,location7
2019-10-19 104440.JPG,2019-10-19 09:18:23.791833,74.2,118.7,25.467307545586323,53.9833676661326,location7
2019-10-19 104440.JPG,2019-10-19 09:18:25.015580,74.0,118.1,25.467307545586323,53.9375906004425,location7
